xml:id,count
ViliKavčič,1
ViliKovačič,14
ViliMatula,1
ViljemKovač,1
VilkoKolbl,1
VinkoFilipič,12
VinkoGorenak,4
VinkoLogaj,7
VioletaBulc,18
VioletaNeubaurer,1
VioletaTomić,2810
VioletaTomič,25
VioletaTomoć,3
ViolitaTomić,1
VitaHabjanBarborič,1
VittoriaAlliataDiVillafranca,1
VladimirHorvat,32
VladimirIlić,1
VladimirKukavica,3
VladimirLazić,2
VladimirPrebilič,4
VladimiraTomšič,1
VladimirČeligoj,6
VladimirŠega,5
VladislavRožič,4
VladmirHorvat,1
VladoBradač,1
VladoKorber,1
VladoKrajcar,2
VladoŠega,1
VlastaNussdorfer,36
VlastaNüssdorfer,1
VlastaVičič,1
VodjaTinaHeferle,6
VojeIgnac,1
VojkoStarocić,1
VojkoStarović,1783
VojkoStarovič,8
VojkoStarovoić,1
VojkoStopar,5
VojkoToman,4
VojkoUrbas,4
Vrbos,1
WalterBandelj,11
ZalaDobovšek,1
ZdenkaMrak,2
ZdenkaČebašekTravnik,17
ZdenkoLorber,4
ZdravkaVasiljevićRudonić,1
ZdravkoKafol,1
ZdravkoKačič,3
ZdravkoMele,2
ZdravkoPilipović,2
ZdravkoPilipovič,1
ZdravkoPočivalšek,17
ZlatanFicko,6
ZlatanČordićZlatko,1
ZlataŠtiblarKisić,3
ZlatkoAjd,1
ZlatkoFicko,9
ZlatkoRataj,3
ZlatkoRate,1
ZlatkoRatej,58
ZmagoJeliničičPlemeniti,1
ZmagoJelinčič,1
ZmagoJelinčičPlemenisti,1
ZmagoJelinčičPlemeniti,439
ZmagoJelinčičPlementiti,6
ZmagoJelinčičPlmeneniti,1
ZmagoJelinčičiPlemeniti,1
ZmagoJeličničPlemeniti,3
ZmagoJeličničPlementiti,1
ZmagoJeličnčičPlemeniti,2
ZnovkoČernač,1
ZoranJanković,16
ZoranJankovič,2
ZoranMladenović,1
ZoranMladenovič,8
ZoranPoznič,50
ZoranRemic,2
ZoranSkubic,1
ZoranStančič,32
ZsuzsannaBači,1
ZvezdanPirtošek,1
ZvnokoČernač,1
ZvoneČernač,3
ZvoneŽigon,2
ZvonkkoČernač,1
ZvonkoBaklan,1
ZvonkoGolobič,3
ZvonkoZavasnik,2
ZvonkoČernač,1916
ZvonskoČernač,1
ZvovkoČernač,1
____,1
_____,1
________,2
unknown-F,162
unknown-M,293
Čačić,1
ČedoVelašević,2
ČrtomirRemec,3
ČrtomirTavzes,2
ŠimeIvanjko,1
ŠirceljAndrej,2
ŠpelaBatis,2
ŠpelaBerlot,1
ŠpelaGuštinMaček,2
ŠpelaHorjak,1
ŠpelaIsop,2
ŠpelaJakopič,1
ŠpelaKelih,1
ŠpelaMačekGustin,1
ŠpelaMačekGuštin,50
ŠpelaNardoniKovač,2
ŠpelaPerme,5
ŠpelaRotar,2
ŠpelaStare,4
ŠpelaZupan,1
ŠpelaČadež,2
ŠpelaŠuštaršič,1
ŠtefanGrosek,1
ŠtefanKušar,3
ŠtefanijaZlobec,1
ŠtefanČelan,4
ŽanMahnič,256
Željk0Cigler,1
ŽeljkoCiger,1
ŽeljkoCiglar,1
ŽeljkoCigler,541
ŽeljkoKralj,9
ŽeljkoVrbos,1
ŽenjaLeiler,1
ŽigaNovak,1
ŽigaTurk,2
ŽigaVrtačič,1
ŽigaZaplotnik,4
Žigon,1
ŽivaBrecelj,1
ŽižaFelice,1
